
time,open,high,low,close,M15 Line,M25 Line,standardized candle (开盘价),standardized candle (最高价,standardized candle (最低价),standardized candle (关闭),Volume,Histogram,MACD,Signal,K,D
2026-02-17T21:00:00+08:00,4932.28,4933.545,4869.965,4870.96,4931.323999999991,4956.597399999991,4869.965,4933.545,4869.965,,51950,-3.8210915543958954,-22.960604282117856,-19.13951272772196,60.85519014490085,62.28362374522985
2026-02-17T22:00:00+08:00,4870.92,4907.235,4842.6,4863.325,4922.883999999991,4950.88679999999,4842.6,4907.235,4842.6,,102688,-5.611568227489592,-26.153973012083952,-20.54240478459436,42.7665306042104,56.88737642342381
2026-02-17T23:00:00+08:00,4863.205,4882.64,4849.17,4878.6,4919.054666666658,4945.840799999991,4842.6,4882.64,4842.6,,109771,-5.277540641689239,-27.13933058670591,-21.86178994501667,32.18441015134899,45.26871030015341
2026-02-18T00:00:00+08:00,4878.605,4894.005,4868.655,4869.33,4913.169666666658,4940.532799999991,4868.655,4894.005,4868.655,,78403,-5.183801198649402,-28.341541443328424,-23.157740244679022,36.856458103727874,37.26913295309575
2026-02-18T01:00:00+08:00,4869.38,4871.49,4850.09,4865.095,4906.367666666657,4935.24199999999,4850.09,4871.49,4850.09,,88804,-4.912446816008874,-29.298298764690117,-24.385851948681243,42.347846779153706,37.12957167807685
2026-02-18T02:00:00+08:00,4865.1,4910.9,4862.395,4899.165,4902.520666666658,4931.67219999999,4862.395,4910.9,4862.395,,61700,-2.088259602813885,-26.996176452198597,-24.907916849384712,58.906393947154044,46.036899610011865
2026-02-18T03:00:00+08:00,4899.19,4901.295,4876.45,4880.515,4897.686333333325,4927.70479999999,4876.45,4910.9,4876.45,,55408,-1.1717624589027835,-26.37261992301319,-25.200857464110406,69.39514223603872,56.883127654115476
2026-02-18T04:00:00+08:00,4880.52,4884.355,4873.59,4877.79,4896.94299999999,4923.281599999991,4873.59,4884.355,4873.59,,58134,-0.4800458070814848,-25.80091472296226,-25.320868915880776,80.05133134988576,69.4509558443595
2026-02-18T05:00:00+08:00,4877.86,4886.965,4875.145,4877.855,4894.776333333324,4918.725199999991,4875.145,4886.965,4875.145,,8720,0.21366726067338604,-25.053784840039043,-25.26745210071243,69.46625645581842,72.97091001391429
2026-02-18T07:00:00+08:00,4871.135,4884.845,4854.24,4859.44,4890.932333333324,4913.319199999991,4854.24,4884.845,4854.24,,22299,-0.30757136031866494,-25.65191630111076,-25.344344940792094,58.88256481874337,69.46671754148251
2026-02-18T08:00:00+08:00,4859.42,4883.4,4858.37,4875.01,4887.88099999999,4908.639399999991,4854.24,4883.4,4854.24,,28666,0.6065503497162332,-24.586157003646804,-25.192707353363037,62.44217249604825,63.59699792353667
2026-02-18T09:00:00+08:00,4874.815,4893.55,4874.65,4889.98,4885.473666666657,4904.641599999992,4874.65,4893.55,4874.65,,23707,2.332735287902757,-22.27678824348459,-24.609523531387346,73.02724739011558,64.78399490163572
2026-02-18T10:00:00+08:00,4890.02,4907.515,4886.475,4905.35,4884.93799999999,4903.413999999992,4886.475,4907.515,4886.475,,15490,4.49762654831391,-18.987490345994956,-23.485116894308867,92.92252291155039,76.13064759923807
2026-02-18T11:00:00+08:00,4905.355,4922.345,4904.25,4920.855,4884.368333333323,4901.943999999991,4904.25,4922.345,4904.25,,15765,6.822367639091812,-14.957157345444102,-21.779524984535914,100,88.64992343388866
2026-02-18T12:00:00+08:00,4920.86,4940.89,4918.415,4934.235,4884.500333333323,4900.628399999991,4918.415,4940.89,4918.415,,15872,8.974270645822358,-10.561686677257967,-19.535957323080325,100,97.6408409705168
2026-02-18T13:00:00+08:00,4934.265,4939.8,4929.97,4933.49,4888.66899999999,4899.6931999999915,4929.97,4940.89,4929.97,,10293,9.983157098903405,-7.057010949451069,-17.040168048354474,99.68058275076284,99.89352758358761
2026-02-18T14:00:00+08:00,4933.655,4936.21,4925.21,4930.91,4893.174666666657,4898.808399999992,4925.21,4936.21,4925.21,,13999,10.082876377572257,-4.436572576389153,-14.51944895396141,98.19181920737354,99.29080065271212
2026-02-18T15:00:00+08:00,4930.835,4942.49,4929.19,4930.38,4896.626666666657,4900.465999999992,4929.19,4942.49,4929.19,,14533,9.715365131453764,-2.375242539644205,-12.090607671097969,96.4489311078858,98.1071110220074
2026-02-18T16:00:00+08:00,4930.345,4932.32,4916.815,4917.25,4899.821333333323,4900.7417999999925,4916.815,4932.32,4916.815,,17436,8.24802254450982,-1.7805794904606955,-10.028602034970515,87.78642039932048,94.14239023819327
2026-02-18T17:00:00+08:00,4917.28,4923.28,4913.075,4917.425,4903.309999999989,4900.754799999992,4913.075,4923.28,4913.075,,16216,6.998542608798115,-1.2804237739728705,-8.278966382770985,80.38360477375373,88.20631876032
